Instrument,Company Common Name,Ticker Symbol,Country of Headquarters,Credit Combined Implied Rating,Return on Capital Employed - %,PPE - Net Percentage of Total Assets,Tax Rate - Actual,"Effective Tax Rate, (%)",Tax Rate - Mean,Total Assets,Net Debt to Total Equity,Market Capitalization,Total Debt Percentage of Total Equity,Shareholders' Equity - Attributable to Parent ShHold - Total,Total Liabilities & Equity,Environmental Expenditures,Research And Development,Total Revenue,Year
SHEL.L,Shell PLC,SHEL,United Kingdom,A-,25.32141394841,42.92321,,41.04374,,235276000000.0,0.05891,227060825606.244,13.72221,105726000000.0,235276000000.0,1900000000.0,1562000000.0,318845000000.0,2006.0
ECHOE.L,Echo Energy PLC,ECHO,United Kingdom,CCC+,,,,,,,,31810679.5037597,,,,,,0.0,2006.0
DANA.AD,Dana Gas PJSC,DANA,United Arab Emirates,AA,-0.089157338850488,14.40888,,0.0,,1863257637.64091,-0.41664,2679227816.04814,,1855361324.40233,1863257637.64091,,,816879.0,2006.0
ROSN.MM,NK Rosneft' PAO,ROSN,Russia,B+,50.9207616492789,29.48403,,20.21068,,899906070000.0,1.14951,2189650080072.0,128.86729,325365490000.0,899906070000.0,,,652241900000.0,2006.0
GALP.LS,Galp Energia SGPS SA,GALP,Portugal,BBB,18.1768262866071,40.43242,,21.10234,,5241809000.0,0.43104,3895916516.64,53.87352,2018137000.0,5241810000.0,,,12192738000.0,2006.0
GSP.MI,Gas Plus SpA,GSP,Italy,B-,9.81382233955804,33.53584,,42.02541,,378255000.0,-0.02635,415541616.0,14.51307,214155000.0,378255000.0,,,184100000.0,2006.0
INAI.ZA,INA dd,INA-R-A,Croatia,AA-,9.76223590966289,-28.06923,,20.0,,22188000000.0,0.25872,22920000000.0,30.79931,12779000000.0,22106000000.0,,,24040000000.0,2006.0
601857.SS,PetroChina Co Ltd,601857,China,A+,31.8745788866945,71.54614,,24.78687,,804629000000.0,0.02594,1980013595539.66,12.60777,542204000000.0,815144000000.0,,,688978000000.0,2006.0
ECO.CN,Ecopetrol SA,ECOPETROL,Colombia,BBB,14.8302421283885,25.37556,,30.66296,,38431351000000.0,-0.16632,,0.44583,20835746000000.0,38431351000000.0,,,18389965000000.0,2006.0
CVE.TO,Cenovus Energy Inc,CVE,Canada,BBB,,,,22.95983,,,,,,,,,,8502664518.0,2006.0
NIIS.BEL,NIS ad Novi Sad,NIIS,Republic of Serbia,AA-,5.9636307668173,60.1492,,3.28613,,,0.18947,,23.82137,,,,,154217144000.0,2006.0
IOG.L,Iog PLC,IOG,United Kingdom,B+,,,,,,,,,,,,,,,2006.0
2222.SE,Saudi Arabian Oil Co,2222,Saudi Arabia,AA-,,,,,,,,,,,,,,,2006.0
RNFT.MM,NK Russneft' PAO,RNFT,Russia,BB-,21.710533339264,20.97244,,31.13807,,200039076000.0,1.46838,,201.40005,39477997000.0,200039076000.0,,,228025544000.0,2006.0
UNTC.PK,Unit Corp,UNTC,United States of America,BB,32.936659551387,82.84864,,36.06284,,1874096000.0,0.15743,2242217065.5,15.79398,1158036000.0,1874096000.0,,,1162385000.0,2006.0
XOM.N,Exxon Mobil Corp,XOM,United States of America,A+,31.1813759334146,51.36439,,39.20783,,208335000000.0,-0.18028,349511965738.79,6.96608,111186000000.0,208335000000.0,3330000000.0,964000000.0,358955000000.0,2005.0
TTEF.PA,TotalEnergies SE,TTE,France,A,35.3297037017756,38.21978,,49.7367,,125675179672.977,0.30335,154249956059.153,41.54955,48123941794.2434,125675179672.977,,535580426.0,145460412822.0,2005.0
BP.L,BP PLC,BP.,United Kingdom,A-,22.3736611207061,73.39329,,29.67639,,206914000000.0,0.20061,220069011055.213,23.72562,79976000000.0,206914000000.0,1461000000.0,684000000.0,240008000000.0,2005.0
CVX.N,Chevron Corp,CVX,United States of America,A+,25.1593574343025,50.6147,,44.04493,,125833000000.0,0.02745,127447724932.85,20.46886,62676000000.0,125833000000.0,2200000000.0,743000000.0,193641000000.0,2005.0
TTLC.CI,Total Cote d'Ivoire SA,TTLC,Ivory Coast,A,12.5007570710435,24.80903,,59.15388,,56814000000.0,-0.13546,25247601600.0,3.63742,29279000000.0,56814000000.0,,,111391000000.0,2005.0
OXY.N,Occidental Petroleum Corp,OXY,United States of America,BB-,34.1015439281335,65.76911,,28.23187,,26108000000.0,0.03116,32111653280.32,18.98907,15032000000.0,26108000000.0,206000000.0,310000000.0,15204000000.0,2005.0
GAZP.MM,Gazprom PAO,GAZP,Russia,BBB,13.7947400990005,64.32244,,29.81105,,4339094000000.0,0.26788,4620359512693.0,35.09564,2576417000000.0,4339094000000.0,9708100000.0,6544000000.0,1383545000000.0,2005.0
MOLB.BU,MOL Magyar Olajes Gazipari Nyrt,MOL,Hungary,A,23.3870490708896,54.84689,,10.52039,,2028835000000.0,0.30602,2174244186450.0,36.74156,983279000000.0,2028835000000.0,,,2473614000000.0,2005.0
MGMC.OM,Muscat Gases Company SAOG,MGMC,Oman,A+,18.9281045751634,46.93391,,10.22099,,4615000.0,-0.3418,6900000.0,,3856000.0,4615000.0,,,3967000.0,2005.0
IMO.TO,Imperial Oil Ltd,IMO,Canada,A+,35.4337069574876,65.02375,,33.63961,,15582000000.0,-0.03347,38753238606.48,21.69456,6633000000.0,15582000000.0,620000000.0,43000000.0,28214000000.0,2005.0
SU.TO,Suncor Energy Inc,SU,Canada,A-,15.4275564577518,110.95122,,37.473,,15149000000.0,0.63392,33531618460.08,66.1441,5996000000.0,15149000000.0,,56000000.0,11129000000.0,2005.0
ENI.MI,Eni SpA,ENI,Italy,BBB+,29.5639537398254,53.68277,,46.77986,,83850000000.0,0.26256,93845558464.68,33.14379,36868000000.0,83850000000.0,1160000000.0,,73728000000.0,2005.0
600028.SS,China Petroleum & Chemical Corp,600028,China,AA-,18.572959753405,57.85463,,30.74558,,520572000000.0,0.6397,393064228195.476,69.98931,215623000000.0,520572000000.0,1600000000.0,6411000000.0,799115000000.0,2005.0
600617.SS,Shanxi Guoxin Energy Corp Ltd,600617,China,BB-,65.2465689929667,16.48703,,0.0,,406089000.0,5.24601,548128203.58512,540.23027,17365000.0,406090000.0,,,240698000.0,2005.0
PETR4.SA,Petroleo Brasileiro SA Petrobras,PETR4,Brazil,A,29.8078797220233,54.93884,,29.55012,,183521108000.0,0.24018,173583700075.48,52.89586,78785236000.0,183521108000.0,,3157392000.0,136605078000.0,2005.0
OMVV.VI,OMV AG,OMV,Austria,BBB-,17.1727927834472,84.86398,,25.0457,,15451338000.0,-0.01633,1485246195.74871,23.66422,5916712000.0,15892552000.0,134000000.0,144405000.0,15579696000.0,2005.0
REP.MC,Repsol SA,REP,Spain,BBB+,18.100646974443,50.9021,,41.97264,,45782000000.0,0.52847,30118701632.21,71.59619,16262000000.0,47486000000.0,360000000.0,,51045000000.0,2005.0
LKOH.MM,NK Lukoil PAO,LKOH,Russia,A,31.2385179423829,30.725,,27.31702,,1159470920500.0,0.11606,1451911476285.0,17.9348,770317475600.0,1159470920500.0,,8966361801.0,1590044254395.0,2005.0
ONGC.NS,Oil and Natural Gas Corporation Ltd,ONGC,India,A-,26.575325390446,53.791,,35.41708,,978158000000.0,-0.04043,1867260562524.0,3.91,567681000000.0,978158000000.0,,1084000000.0,706859000000.0,2005.0
YPFD.BA,YPF SA,YPFD3,Argentina,BB+,34.7178534884602,68.14176,,38.87369,,32224000000.0,0.04094,16.1,6.4446,22546000000.0,32224000000.0,,280000000.0,22901000000.0,2005.0
SNGS.MM,Surgutneftegaz PAO,SNGS,Russia,A-,19.3777154962206,41.38429,,23.97489,,896678369000.0,-0.13721,1310098069717.9,0.46163,843728346000.0,896678369000.0,,,446346818000.0,2005.0
SIBN.MM,Gazprom Neft' PAO,SIBN,Russia,BBB+,34.4098518540964,45.65354,,23.90263,,305769423317.4,0.15744,509737124188.89,19.73068,220021799643.2,305769423317.4,,,412546379512.0,2005.0
YAKG.MM,Yakutskaya Toplivno-Energeticheskaya Kompaniya PAO,YAKG,Russia,BBB,-1.24400374638596,52.41268,,,,5278057000.0,0.81848,684282549.1425,84.53843,1488613000.0,5278057000.0,,,1374641000.0,2005.0
600256.SS,Guanghui Energy Co Ltd,600256,China,BBB+,11.0184851684875,41.81664,,-11.38249,,4693801000.0,0.56843,3351657018.15,71.48318,1794252000.0,4693799000.0,,,2264856000.0,2005.0
EQNR.OL,Equinor ASA,EQNR,Norway,A,46.963884426938,62.51977,,65.59089,,42852969526.2104,0.18705,50327836879.9585,31.52789,15814339734.5592,42852969526.2104,,505064033.0,59721609433.0,2005.0
ROSNP.BX,OMV Petrom SA,SNP,Romania,A,15.4861018475593,59.57369,,15.86059,,17813528000.0,-0.37492,26712241399.206,4.45841,10727090000.0,17918696751.0,,,10824101000.0,2005.0
PTT.BK,PTT PCL,PTT,Thailand,A-,23.6397435263822,60.08142,,22.37341,,649806657000.0,0.53514,632177533850.0,80.14742,230816801000.0,649806657000.0,,1213025000.0,926269341000.0,2005.0
ELIr.AT,Elinoil Hellenic Petroleum Company SA,ELIN,Greece,BBB-,12.16831634892,31.03607,,29.20115,,108854000.0,1.03251,82344000.0,126.0783,36168000.0,108854000.0,,,447959000.0,2005.0
NVTK.MM,Novatek PAO,NVTK,Russia,A,23.077316761104,83.05782,,27.09712,,78762000000.0,0.10666,207983924694.0,15.80219,57268000000.0,78762000000.0,,348000000.0,38477000000.0,2005.0
PEA.TO,Pieridae Energy Ltd,PEA,Canada,B,-7.93140407288317,16.79041,,,,9428000.0,-0.2221,16272729.93,0.58663,7330000.0,9427000.0,,,137000.0,2005.0
ENER.KW,Energy House Holding Company KSCP,ENERGYH,Kuwait,BBB-,,66.96627,,3.07971,,11237000.0,-0.3927,8961000.0,2.27426,4441000.0,11237000.0,,,5807000.0,2005.0
PGN.WA,Polskie Gornictwo Naftowe i Gazownictwo SA,PGN,Poland,A-,5.60758589559673,57.71513,,16.48967,,30363665000.0,-0.0372,17870500000.0,11.8372,20760337000.0,30363665000.0,,,12559988000.0,2005.0
SHEL.L,Shell PLC,SHEL,United Kingdom,A-,27.4014118613969,39.59985,,40.38638,,219516000000.0,0.01211,208369272457.113,13.18982,90924000000.0,219516000000.0,2500000000.0,1286000000.0,306731000000.0,2005.0
ECHOE.L,Echo Energy PLC,ECHO,United Kingdom,CCC+,,,,,,,,,,,,,,,2005.0
DANA.AD,Dana Gas PJSC,DANA,United Arab Emirates,AA,,,,,,2357874101.50294,,7302330646.91788,,1809518623.3936,,,,0.0,2005.0
ROSN.MM,NK Rosneft' PAO,ROSN,Russia,B+,31.8102852780185,21.0263,,27.25829,,881095900000.0,0.85517,,103.7613,305505100000.0,881095900000.0,,,518520500000.0,2005.0
GALP.LS,Galp Energia SGPS SA,GALP,Portugal,BBB,27.3668340104367,43.05114,,21.13697,,5934272000.0,0.49396,,56.42976,2361206000.0,5934272000.0,,,11137308000.0,2005.0
GSP.MI,Gas Plus SpA,GSP,Italy,B-,7.58784556878629,36.08492,,31.11205,,325715000.0,0.69024,,83.05634,111569000.0,325715000.0,,,163830000.0,2005.0
INAI.ZA,INA dd,INA-R-A,Croatia,AA-,13.5562747213233,,,22.77487,,20295000000.0,0.1217,,12.17008,11777000000.0,20128000000.0,,,21624000000.0,2005.0
601857.SS,PetroChina Co Ltd,601857,China,A+,36.8991303785854,,,27.9875,,716153000000.0,-0.03138,1182937846772.13,14.63765,476993000000.0,725414000000.0,4634000000.0,,552229000000.0,2005.0
ECO.CN,Ecopetrol SA,ECOPETROL,Colombia,BBB,9.6693803460331,,,24.12533,,32664817289000.0,-0.20134,,1.25321,13285251223000.0,32664817289000.0,,,15512903085000.0,2005.0
CVE.TO,Cenovus Energy Inc,CVE,Canada,BBB,,,,,,,,,,,,,,,2005.0
NIIS.BEL,NIS ad Novi Sad,NIIS,Republic of Serbia,AA-,,64.68233,,,,157542342000.0,0.2444,,30.25391,93318679000.0,157542342000.0,,,,2005.0
IOG.L,Iog PLC,IOG,United Kingdom,B+,,,,,,,,,,,,,,,2005.0
2222.SE,Saudi Arabian Oil Co,2222,Saudi Arabia,AA-,,,,,,,,,,,,,,,2005.0
RNFT.MM,NK Russneft' PAO,RNFT,Russia,BB-,27.2690626086764,21.94806,,28.71713,,163930273000.0,2.312,,281.66698,25724789000.0,163930273000.0,,,100035526000.0,2005.0
UNTC.PK,Unit Corp,UNTC,United States of America,BB,30.3286221157378,80.73575,,36.52252,,1456195000.0,0.18119,2538995766.79,18.23261,836962000.0,1456195000.0,,,885608000.0,2005.0
XOM.N,Exxon Mobil Corp,XOM,United States of America,A+,24.8966744977739,55.63926,,38.58054,,195256000000.0,-0.09685,330693413019.86,7.8452,101756000000.0,195256000000.0,2900000000.0,1098000000.0,291252000000.0,2004.0
TTEF.PA,TotalEnergies SE,TTE,France,A,27.669925555049,40.22958,,44.59361,,117639003755.576,0.32593,137848067820.275,45.97137,42854237563.8922,117639003755.576,,514320066.0,118424058675.0,2004.0
BP.L,BP PLC,BP.,United Kingdom,A-,16.2768126138803,101.24801,,28.36658,,194630000000.0,0.27925,210948736616.034,29.66192,76892000000.0,194630000000.0,1089000000.0,637000000.0,192024000000.0,2004.0
CVX.N,Chevron Corp,CVX,United States of America,A+,26.4144463841113,47.69762,,36.5773,,93208000000.0,0.01167,111248326464.47,24.8271,45230000000.0,93208000000.0,1300000000.0,697000000.0,150865000000.0,2004.0
TTLC.CI,Total Cote d'Ivoire SA,TTLC,Ivory Coast,A,13.6434880689059,28.59695,,41.67745,,53177000000.0,-0.12812,23689302000.0,3.42224,31120000000.0,53177000000.0,,,110126000000.0,2004.0
OXY.N,Occidental Petroleum Corp,OXY,United States of America,BB-,24.5601563888395,68.40727,,42.17705,,21391000000.0,0.21651,23035954852.04,34.97288,10550000000.0,21391000000.0,173000000.0,214000000.0,11024000000.0,2004.0
GAZP.MM,Gazprom PAO,GAZP,Russia,BBB,10.2837064120884,68.09818,,27.39362,,3205789000000.0,0.21944,1817728785908.67,28.79963,2092473000000.0,3205789000000.0,,5845000000.0,976776000000.0,2004.0
MOLB.BU,MOL Magyar Olajes Gazipari Nyrt,MOL,Hungary,A,22.2867450526483,56.5833,,18.25697,,1634880000000.0,0.32306,1380537283870.0,43.293,734170000000.0,1634880000000.0,,,1971956000000.0,2004.0
MGMC.OM,Muscat Gases Company SAOG,MGMC,Oman,A+,18.2388996860517,52.06593,,15.2809,,4429000.0,-0.20793,5635241.9004204,,3405000.0,4429000.0,,,3922000.0,2004.0
IMO.TO,Imperial Oil Ltd,IMO,Canada,A+,32.5616946931644,68.77451,,32.21011,,14027000000.0,0.02594,25160716299.3,22.82506,6322000000.0,14027000000.0,421000000.0,59000000.0,22460000000.0,2004.0
SU.TO,Suncor Energy Inc,SU,Canada,A-,16.2028883409651,87.20547,,32.83396,,11841000000.0,0.45702,19252596832.0,47.49035,4921000000.0,11841000000.0,,55000000.0,8705000000.0,2004.0
ENI.MI,Eni SpA,ENI,Italy,BBB+,24.7700098888256,55.70944,,42.27207,,72853000000.0,0.29305,73761441745.92,35.68936,32374000000.0,72853000000.0,1065600000.0,,57545000000.0,2004.0
600028.SS,China Petroleum & Chemical Corp,600028,China,AA-,22.9798221287176,58.80834,,29.99907,,460081000000.0,0.69462,362040704080.417,77.86373,186350000000.0,460081000000.0,493000000.0,6396000000.0,590632000000.0,2004.0
600617.SS,Shanxi Guoxin Energy Corp Ltd,600617,China,BB-,-47.2995750540085,33.40893,,,,333776000.0,7.95806,467451995.39838,849.83003,10440000.0,333775000.0,,,111234000.0,2004.0
PETR4.SA,Petroleo Brasileiro SA Petrobras,PETR4,Brazil,A,26.3523185295131,56.06778,,27.1318,,163794029000.0,0.51861,112500507194.44,81.1491,62028537000.0,163794029000.0,,2431274000.0,108201479000.0,2004.0
OMVV.VI,OMV AG,OMV,Austria,BBB-,12.0703480496958,64.03922,,31.95142,,13197046000.0,0.12018,5985630000.0,37.48842,4267936000.0,13197046000.0,,86699000.0,9828792000.0,2004.0
REP.MC,Repsol SA,REP,Spain,BBB+,15.706212805681,51.15008,,38.80277,,39693000000.0,0.7511,23391743951.08,102.28269,12806000000.0,41311000000.0,153000000.0,,40292000000.0,2004.0
LKOH.MM,NK Lukoil PAO,LKOH,Russia,A,27.2282748466799,64.94741,,28.99506,,824677310000.0,0.11606,715322421610.118,18.21859,576672810000.0,824677310000.0,,4924627290.0,980836001420.0,2004.0
ONGC.NS,Oil and Natural Gas Corporation Ltd,ONGC,India,A-,30.2007271304909,54.36167,,35.35524,,828628000000.0,-0.05131,1258743231438.0,8.2796,486199000000.0,828628000000.0,,947000000.0,597054000000.0,2004.0
YPFD.BA,YPF SA,YPFD3,Argentina,BB+,32.1858733234545,66.47047,,38.92401,,30922000000.0,0.04663,50937250012.9891,8.73817,22087000000.0,30922000000.0,,382000000.0,19931000000.0,2004.0
SNGS.MM,Surgutneftegaz PAO,SNGS,Russia,A-,15.9136394797239,44.58174,,35.01852,,733455352000.0,-0.0886,858790677201.721,0.57138,694885994000.0,733455352000.0,,,308111287000.0,2004.0
SIBN.MM,Gazprom Neft' PAO,SIBN,Russia,BBB+,35.2821123450629,46.76714,,29.95199,,284383324110.0,0.04286,394144238990.07,20.15545,199106464150.0,284383324110.0,,,255922167037.0,2004.0
YAKG.MM,Yakutskaya Toplivno-Energeticheskaya Kompaniya PAO,YAKG,Russia,BBB,-2.46780601740685,,,,,6777645000.0,0.41253,742257118.96875,42.3988,3161658000.0,6777645000.0,,,1427744000.0,2004.0
600256.SS,Guanghui Energy Co Ltd,600256,China,BBB+,16.6599737187426,37.43284,,25.6781,,4534118000.0,0.58058,5031815833.45,75.61999,1598114000.0,4534120000.0,,,2351144000.0,2004.0
EQNR.OL,Equinor ASA,EQNR,Norway,A,34.2375000235018,61.59932,,64.11795,,40856319947.3338,0.26031,34388743552.4402,45.24617,13994404213.2982,40856319947.3338,,271392192.0,45096830784.0,2004.0
ROSNP.BX,OMV Petrom SA,SNP,Romania,A,2.85909705229244,48.04945,,,,15669517361.0,-0.36909,17039147182.1198,6.93835,9392111258.0,15746271361.0,,,8887296300.0,2004.0
PTT.BK,PTT PCL,PTT,Thailand,A-,22.8765297737519,39.03468,,21.39743,,487226236000.0,0.60066,483923510425.0,115.84901,164374186000.0,487226236000.0,,401042000.0,644693555000.0,2004.0
ELIr.AT,Elinoil Hellenic Petroleum Company SA,ELIN,Greece,BBB-,20.8159866777685,29.44719,,38.54481,,82198000.0,0.57299,81592000.0,83.82188,33842000.0,82198000.0,,,351314000.0,2004.0
NVTK.MM,Novatek PAO,NVTK,Russia,A,16.5857982114246,75.68212,,26.19342,,82684000000.0,0.46585,92044826950.44,53.24814,44623000000.0,82684000000.0,,183000000.0,24144000000.0,2004.0
PEA.TO,Pieridae Energy Ltd,PEA,Canada,B,-6.6042927903137,26.08618,,,,5616000.0,-0.35649,6495389.59,0.0,4491000.0,5616000.0,,,1000.0,2004.0
ENER.KW,Energy House Holding Company KSCP,ENERGYH,Kuwait,BBB-,,,,,,,,,,,,,,,2004.0
PGN.WA,Polskie Gornictwo Naftowe i Gazownictwo SA,PGN,Poland,A-,7.09451988312018,79.69801,,18.90534,,28419518000.0,0.18059,,24.67995,17740461000.0,28419518000.0,,,10908691000.0,2004.0
SHEL.L,Shell PLC,SHEL,United Kingdom,A-,20.4502286317271,45.94103,,38.43457,,193596000000.0,0.05505,81997325762.0811,15.09286,90425000000.0,193596000000.0,800000000.0,1809000000.0,266386000000.0,2004.0
ECHOE.L,Echo Energy PLC,ECHO,United Kingdom,CCC+,,,,,,,,,,,,,,,2004.0
DANA.AD,Dana Gas PJSC,DANA,United Arab Emirates,AA,,,,,,,,,,,,,,,2004.0
ROSN.MM,NK Rosneft' PAO,ROSN,Russia,B+,18.6496102081268,21.74126,,23.60397,,695337200000.0,1.58693,,184.50665,142615300000.0,695337200000.0,,,133284900000.0,2004.0
GALP.LS,Galp Energia SGPS SA,GALP,Portugal,BBB,,47.37348,,24.15347,,5492381000.0,0.80127,,93.4847,1822066000.0,5492381000.0,,,9272621000.0,2004.0
GSP.MI,Gas Plus SpA,GSP,Italy,B-,,38.77247,,32.28002,,307739000.0,0.83375,,95.92153,101994000.0,307739000.0,,,113324000.0,2004.0
INAI.ZA,INA dd,INA-R-A,Croatia,AA-,14.2656907023828,56.21212,,21.14445,,17820000000.0,0.08683,,15.31389,10762000000.0,17714000000.0,,,18477000000.0,2004.0
601857.SS,PetroChina Co Ltd,601857,China,A+,,,,28.80902,,530992000000.0,0.12385,777005067940.713,16.73105,394001000000.0,571058000000.0,1832000000.0,,388633000000.0,2004.0
ECO.CN,Ecopetrol SA,ECOPETROL,Colombia,BBB,14.5634217621164,,,27.63293,,27964390053000.0,-0.1536,,2.39798,10000870775000.0,27964390053000.0,,,13050607023000.0,2004.0
CVE.TO,Cenovus Energy Inc,CVE,Canada,BBB,,,,,,,,,,,,,,,2004.0
NIIS.BEL,NIS ad Novi Sad,NIIS,Republic of Serbia,AA-,,,,,,,,,,,,,,,2004.0
IOG.L,Iog PLC,IOG,United Kingdom,B+,,,,,,,,,,,,,,,2004.0
2222.SE,Saudi Arabian Oil Co,2222,Saudi Arabia,AA-,,,,,,,,,,,,,,,2004.0
RNFT.MM,NK Russneft' PAO,RNFT,Russia,BB-,,23.45413,,29.17154,,66170174000.0,1.76485,,225.06997,12257121000.0,66170174000.0,,,35250187000.0,2004.0
UNTC.PK,Unit Corp,UNTC,United States of America,BB,18.1482619966473,84.50841,,37.34926,,1023136000.0,0.16544,1747633657.79,16.65382,608269000.0,1023136000.0,,,519203000.0,2004.0
XOM.N,Exxon Mobil Corp,XOM,United States of America,A+,18.1570404251237,60.22849,,34.43033,,174278000000.0,-0.01159,271001780033.0,10.23077,89915000000.0,174278000000.0,,1010000000.0,237054000000.0,2003.0
TTEF.PA,TotalEnergies SE,TTE,France,A,21.0049998770529,,,46.60456,,100641888915.459,0.23448,120220847343.209,43.27846,38767573282.3179,100641888915.459,,405680770.0,118259899560.0,2003.0
BP.L,BP PLC,BP.,United Kingdom,A-,12.1272850372376,59.86903,,28.48119,,196235000000.0,0.28413,178917733383.322,31.128,70595000000.0,196235000000.0,1075000000.0,542000000.0,169441000000.0,2003.0
CVX.N,Chevron Corp,CVX,United States of America,A+,19.8645414434802,54.66798,,41.76396,,81470000000.0,0.20048,92347366282.2,34.45286,36295000000.0,81470000000.0,1100000000.0,570000000.0,119940000000.0,2003.0
TTLC.CI,Total Cote d'Ivoire SA,TTLC,Ivory Coast,A,18.3636837381662,27.67347,,47.43376,,57893000000.0,-0.20257,22036560000.0,3.3396,31890000000.0,57893000000.0,,,125234000000.0,2003.0
OXY.N,Occidental Petroleum Corp,OXY,United States of America,BB-,21.5444041157471,76.9705,,42.40441,,18168000000.0,0.45941,16267681098.24,54.22886,7929000000.0,18168000000.0,202000000.0,139000000.0,9361000000.0,2003.0
GAZP.MM,Gazprom PAO,GAZP,Russia,BBB,10.4755290746634,71.40806,,31.57182,,2764087000000.0,0.20699,898427332954.546,27.56932,1855130000000.0,2764087000000.0,6000000000.0,6083000000.0,819753000000.0,2003.0
MOLB.BU,MOL Magyar Olajes Gazipari Nyrt,MOL,Hungary,A,9.33483761713355,55.84468,,-44.85573,,1532735000000.0,0.51871,621396000000.0,62.47556,523869000000.0,1532735000000.0,,,1524039000000.0,2003.0
MGMC.OM,Muscat Gases Company SAOG,MGMC,Oman,A+,19.5801902263037,58.12588,,13.56784,,4258000.0,-0.17768,4979682.55510464,4.02906,3028000.0,4258000.0,,,3536000.0,2003.0
IMO.TO,Imperial Oil Ltd,IMO,Canada,A+,,75.11551,,28.82845,,12337000000.0,0.17746,20988383170.48,25.82507,5545000000.0,12337000000.0,,55000000.0,19208000000.0,2003.0
SU.TO,Suncor Energy Inc,SU,Canada,A-,19.7841519016564,85.09666,,39.77839,,10501000000.0,0.50884,14626800922.5,59.79334,4355000000.0,10501000000.0,,51000000.0,6611000000.0,2003.0
ENI.MI,Eni SpA,ENI,Italy,BBB+,17.4953570356202,53.83875,,34.49707,,67535000000.0,0.428,59883142784.96,51.91068,29859000000.0,67535000000.0,1131000000.0,,67821000000.0,2003.0
600028.SS,China Petroleum & Chemical Corp,600028,China,AA-,15.1906689941806,63.35489,,31.18774,,390213000000.0,0.60761,408282936996.818,69.96926,162946000000.0,390213000000.0,,6133000000.0,417191000000.0,2003.0
600617.SS,Shanxi Guoxin Energy Corp Ltd,600617,China,BB-,-56.3216339480468,45.45753,,,,371890000.0,2.73373,850788166.420224,280.65751,46841000.0,371893000.0,,,143603000.0,2003.0
PETR4.SA,Petroleo Brasileiro SA Petrobras,PETR4,Brazil,A,32.897905245669,46.34958,,28.53578,,136234363000.0,0.38121,88523381940.5787,87.05994,49367329000.0,136234363000.0,,2208668000.0,95742702000.0,2003.0
OMVV.VI,OMV AG,OMV,Austria,BBB-,12.2151375246586,-13.25201,,34.10624,,7516686000.0,0.39851,3188160000.0,52.56988,2659192000.0,7516686000.0,61600000.0,96905000.0,7644432000.0,2003.0
REP.MC,Repsol SA,REP,Spain,BBB+,13.1772469592994,53.66129,,31.97071,,38033000000.0,0.56073,18874549137.98,85.91541,13632000000.0,38033000000.0,,,37084000000.0,2003.0
LKOH.MM,NK Lukoil PAO,LKOH,Russia,A,18.4570627557007,62.61383,,21.83435,,776890890000.0,0.11796,578636864003.455,21.1863,510793920000.0,776890890000.0,,4171222544.0,683927143446.0,2003.0
ONGC.NS,Oil and Natural Gas Corporation Ltd,ONGC,India,A-,22.4361951955187,54.99909,,36.21874,,741185000000.0,-0.00501,1198426223576.4,15.01274,413417000000.0,741185000000.0,,795000000.0,436472000000.0,2003.0
